stage_ft,Q_cfs,site_no,type
37.93,1078095.14,07374000,model
37.94,1078538.35,07374000,model
37.95,1078981.63,07374000,model
37.96,1079424.99,07374000,model
37.97,1079868.42,07374000,model
37.98,1080311.92,07374000,model
37.99,1080755.49,07374000,model
38,1081199.14,07374000,model
38.01,1081642.87,07374000,model
38.02,1082086.67,07374000,model
38.03,1082530.54,07374000,model
38.04,1082974.48,07374000,model
38.05,1083418.5,07374000,model
38.06,1083862.6,07374000,model
38.07,1084306.76,07374000,model
38.08,1084751.01,07374000,model
38.09,1085195.32,07374000,model
38.1,1085639.71,07374000,model
38.11,1086084.17,07374000,model
38.12,1086528.71,07374000,model
38.13,1086973.32,07374000,model
38.14,1087418,07374000,model
38.15,1087862.76,07374000,model
38.16,1088307.59,07374000,model
38.17,1088752.5,07374000,model
38.18,1089197.47,07374000,model
38.19,1089642.53,07374000,model
38.2,1090087.65,07374000,model
38.21,1090532.85,07374000,model
38.22,1090978.13,07374000,model
38.23,1091423.48,07374000,model
38.24,1091868.9,07374000,model
38.25,1092314.39,07374000,model
38.26,1092759.96,07374000,model
38.27,1093205.6,07374000,model
38.28,1093651.32,07374000,model
38.29,1094097.11,07374000,model
38.3,1094542.97,07374000,model
38.31,1094988.91,07374000,model
38.32,1095434.92,07374000,model
38.33,1095881.01,07374000,model
38.34,1096327.16,07374000,model
38.35,1096773.4,07374000,model
38.36,1097219.7,07374000,model
38.37,1097666.08,07374000,model
38.38,1098112.53,07374000,model
38.39,1098559.06,07374000,model
38.4,1099005.66,07374000,model
38.41,1099452.33,07374000,model
38.42,1099899.08,07374000,model
38.43,1100345.9,07374000,model
38.44,1100792.8,07374000,model
38.45,1101239.77,07374000,model
38.46,1101686.81,07374000,model
38.47,1102133.92,07374000,model
38.48,1102581.11,07374000,model
38.49,1103028.37,07374000,model
38.5,1103475.71,07374000,model
38.51,1103923.12,07374000,model
38.52,1104370.6,07374000,model
38.53,1104818.16,07374000,model
38.54,1105265.79,07374000,model
38.55,1105713.5,07374000,model
38.56,1106161.27,07374000,model
38.57,1106609.12,07374000,model
38.58,1107057.05,07374000,model
38.59,1107505.05,07374000,model
38.6,1107953.12,07374000,model
38.61,1108401.26,07374000,model
38.62,1108849.48,07374000,model
38.63,1109297.77,07374000,model
38.64,1109746.14,07374000,model
38.65,1110194.58,07374000,model
38.66,1110643.09,07374000,model
38.67,1111091.68,07374000,model
38.68,1111540.34,07374000,model
38.69,1111989.07,07374000,model
38.7,1112437.88,07374000,model
38.71,1112886.76,07374000,model
38.72,1113335.71,07374000,model
38.73,1113784.74,07374000,model
38.74,1114233.84,07374000,model
38.75,1114683.01,07374000,model
38.76,1115132.26,07374000,model
38.77,1115581.58,07374000,model
38.78,1116030.98,07374000,model
38.79,1116480.44,07374000,model
38.8,1116929.98,07374000,model
38.81,1117379.6,07374000,model
38.82,1117829.29,07374000,model
38.83,1118279.05,07374000,model
38.84,1118728.88,07374000,model
38.85,1119178.79,07374000,model
38.86,1119628.77,07374000,model
38.87,1120078.83,07374000,model
38.88,1120528.95,07374000,model
38.89,1120979.16,07374000,model
38.9,1121429.43,07374000,model
38.91,1121879.78,07374000,model
38.92,1122330.2,07374000,model
38.93,1122780.7,07374000,model
38.94,1123231.26,07374000,model
38.95,1123681.91,07374000,model
38.96,1124132.62,07374000,model
38.97,1124583.41,07374000,model
38.98,1125034.27,07374000,model
38.99,1125485.2,07374000,model
39,1125936.21,07374000,model
39.01,1126387.29,07374000,model
39.02,1126838.45,07374000,model
39.03,1127289.68,07374000,model
39.04,1127740.98,07374000,model
39.05,1128192.35,07374000,model
39.06,1128643.8,07374000,model
39.07,1129095.32,07374000,model
39.08,1129546.92,07374000,model
39.09,1129998.58,07374000,model
39.1,1130450.32,07374000,model
39.11,1130902.14,07374000,model
39.12,1131354.03,07374000,model
39.13,1131805.99,07374000,model
39.14,1132258.02,07374000,model
39.15,1132710.13,07374000,model
39.16,1133162.31,07374000,model
39.17,1133614.56,07374000,model
39.18,1134066.89,07374000,model
39.19,1134519.29,07374000,model
39.2,1134971.76,07374000,model
39.21,1135424.31,07374000,model
39.22,1135876.92,07374000,model
39.23,1136329.62,07374000,model
39.24,1136782.38,07374000,model
39.25,1137235.22,07374000,model
39.26,1137688.13,07374000,model
39.27,1138141.12,07374000,model
39.28,1138594.18,07374000,model
39.29,1139047.31,07374000,model
39.3,1139500.51,07374000,model
39.31,1139953.79,07374000,model
39.32,1140407.14,07374000,model
39.33,1140860.56,07374000,model
39.34,1141314.06,07374000,model
39.35,1141767.63,07374000,model
39.36,1142221.28,07374000,model
39.37,1142674.99,07374000,model
39.38,1143128.78,07374000,model
39.39,1143582.64,07374000,model
39.4,1144036.58,07374000,model
39.41,1144490.59,07374000,model
39.42,1144944.67,07374000,model
39.43,1145398.82,07374000,model
39.44,1145853.05,07374000,model
39.45,1146307.35,07374000,model
39.46,1146761.73,07374000,model
39.47,1147216.17,07374000,model
39.48,1147670.69,07374000,model
39.49,1148125.29,07374000,model
39.5,1148579.95,07374000,model
39.51,1149034.69,07374000,model
39.52,1149489.5,07374000,model
39.53,1149944.39,07374000,model
39.54,1150399.35,07374000,model
39.55,1150854.38,07374000,model
39.56,1151309.48,07374000,model
39.57,1151764.66,07374000,model
39.58,1152219.91,07374000,model
39.59,1152675.23,07374000,model
39.6,1153130.63,07374000,model
39.61,1153586.1,07374000,model
39.62,1154041.64,07374000,model
39.63,1154497.25,07374000,model
39.64,1154952.94,07374000,model
39.65,1155408.7,07374000,model
39.66,1155864.54,07374000,model
39.67,1156320.44,07374000,model
39.68,1156776.42,07374000,model
39.69,1157232.48,07374000,model
39.7,1157688.6,07374000,model
39.71,1158144.8,07374000,model
39.72,1158601.07,07374000,model
39.73,1159057.41,07374000,model
39.74,1159513.83,07374000,model
39.75,1159970.32,07374000,model
39.76,1160426.88,07374000,model
39.77,1160883.52,07374000,model
39.78,1161340.23,07374000,model
39.79,1161797.01,07374000,model
39.8,1162253.86,07374000,model
39.81,1162710.79,07374000,model
39.82,1163167.79,07374000,model
39.83,1163624.86,07374000,model
39.84,1164082.01,07374000,model
39.85,1164539.23,07374000,model
39.86,1164996.52,07374000,model
39.87,1165453.88,07374000,model
39.88,1165911.32,07374000,model
39.89,1166368.83,07374000,model
39.9,1166826.41,07374000,model
39.91,1167284.07,07374000,model
39.92,1167741.8,07374000,model
39.93,1168199.6,07374000,model
39.94,1168657.47,07374000,model
39.95,1169115.42,07374000,model
39.96,1169573.44,07374000,model
39.97,1170031.53,07374000,model
39.98,1170489.7,07374000,model
39.99,1170947.93,07374000,model
40,1171406.24,07374000,model
40.01,1171864.63,07374000,model
40.02,1172323.08,07374000,model
40.03,1172781.61,07374000,model
40.04,1173240.21,07374000,model
40.05,1173698.89,07374000,model
40.06,1174157.63,07374000,model
40.07,1174616.45,07374000,model
40.08,1175075.35,07374000,model
40.09,1175534.31,07374000,model
40.1,1175993.35,07374000,model
40.11,1176452.46,07374000,model
40.12,1176911.64,07374000,model
40.13,1177370.9,07374000,model
40.14,1177830.23,07374000,model
40.15,1178289.63,07374000,model
40.16,1178749.1,07374000,model
40.17,1179208.65,07374000,model
40.18,1179668.27,07374000,model
40.19,1180127.96,07374000,model
40.2,1180587.72,07374000,model
40.21,1181047.56,07374000,model
40.22,1181507.47,07374000,model
40.23,1181967.45,07374000,model
40.24,1182427.51,07374000,model
40.25,1182887.63,07374000,model
40.26,1183347.83,07374000,model
40.27,1183808.11,07374000,model
40.28,1184268.45,07374000,model
40.29,1184728.87,07374000,model
40.3,1185189.36,07374000,model
40.31,1185649.92,07374000,model
40.32,1186110.56,07374000,model
40.33,1186571.27,07374000,model
40.34,1187032.05,07374000,model
40.35,1187492.9,07374000,model
40.36,1187953.83,07374000,model
40.37,1188414.83,07374000,model
40.38,1188875.9,07374000,model
40.39,1189337.04,07374000,model
40.4,1189798.26,07374000,model
40.41,1190259.55,07374000,model
40.42,1190720.91,07374000,model
40.43,1191182.34,07374000,model
40.44,1191643.85,07374000,model
40.45,1192105.43,07374000,model
40.46,1192567.08,07374000,model
40.47,1193028.8,07374000,model
40.48,1193490.6,07374000,model
40.49,1193952.47,07374000,model
40.5,1194414.41,07374000,model
40.51,1194876.42,07374000,model
40.52,1195338.51,07374000,model
40.53,1195800.67,07374000,model
40.54,1196262.9,07374000,model
40.55,1196725.2,07374000,model
40.56,1197187.58,07374000,model
40.57,1197650.03,07374000,model
40.58,1198112.55,07374000,model
40.59,1198575.14,07374000,model
40.6,1199037.81,07374000,model
40.61,1199500.55,07374000,model
40.62,1199963.36,07374000,model
40.63,1200426.24,07374000,model
40.64,1200889.19,07374000,model
40.65,1201352.22,07374000,model
40.66,1201815.32,07374000,model
40.67,1202278.5,07374000,model
40.68,1202741.74,07374000,model
40.69,1203205.06,07374000,model
40.7,1203668.45,07374000,model
40.71,1204131.91,07374000,model
40.72,1204595.45,07374000,model
40.73,1205059.05,07374000,model
40.74,1205522.73,07374000,model
40.75,1205986.48,07374000,model
40.76,1206450.31,07374000,model
40.77,1206914.21,07374000,model
40.78,1207378.17,07374000,model
40.79,1207842.22,07374000,model
40.8,1208306.33,07374000,model
40.81,1208770.51,07374000,model
40.82,1209234.77,07374000,model
40.83,1209699.1,07374000,model
40.84,1210163.51,07374000,model
40.85,1210627.98,07374000,model
40.86,1211092.53,07374000,model
40.87,1211557.15,07374000,model
40.88,1212021.84,07374000,model
40.89,1212486.6,07374000,model
40.9,1212951.44,07374000,model
40.91,1213416.35,07374000,model
40.92,1213881.33,07374000,model
40.93,1214346.38,07374000,model
40.94,1214811.51,07374000,model
40.95,1215276.71,07374000,model
40.96,1215741.98,07374000,model
40.97,1216207.32,07374000,model
40.98,1216672.73,07374000,model
40.99,1217138.22,07374000,model
41,1217603.78,07374000,model
41.01,1218069.41,07374000,model
41.02,1218535.11,07374000,model
41.03,1219000.89,07374000,model
41.04,1219466.74,07374000,model
41.05,1219932.66,07374000,model
41.06,1220398.65,07374000,model
41.07,1220864.72,07374000,model
41.08,1221330.85,07374000,model
41.09,1221797.06,07374000,model
41.1,1222263.34,07374000,model
41.11,1222729.69,07374000,model
41.12,1223196.12,07374000,model
41.13,1223662.62,07374000,model
41.14,1224129.19,07374000,model
41.15,1224595.83,07374000,model
41.16,1225062.54,07374000,model
41.17,1225529.33,07374000,model
41.18,1225996.19,07374000,model
41.19,1226463.12,07374000,model
41.2,1226930.12,07374000,model
41.21,1227397.19,07374000,model
41.22,1227864.34,07374000,model
41.23,1228331.56,07374000,model
41.24,1228798.85,07374000,model
41.25,1229266.21,07374000,model
41.26,1229733.65,07374000,model
41.27,1230201.16,07374000,model
41.28,1230668.74,07374000,model
41.29,1231136.39,07374000,model
41.3,1231604.11,07374000,model
41.31,1232071.91,07374000,model
41.32,1232539.77,07374000,model
41.33,1233007.71,07374000,model
41.34,1233475.72,07374000,model
41.35,1233943.81,07374000,model
41.36,1234411.96,07374000,model
41.37,1234880.19,07374000,model
41.38,1235348.49,07374000,model
41.39,1235816.86,07374000,model
41.4,1236285.31,07374000,model
41.41,1236753.82,07374000,model
41.42,1237222.41,07374000,model
41.43,1237691.07,07374000,model
41.44,1238159.8,07374000,model
41.45,1238628.61,07374000,model
41.46,1239097.48,07374000,model
41.47,1239566.43,07374000,model
41.48,1240035.45,07374000,model
41.49,1240504.54,07374000,model
41.5,1240973.7,07374000,model
41.51,1241442.94,07374000,model
41.52,1241912.25,07374000,model
41.53,1242381.63,07374000,model
41.54,1242851.08,07374000,model
41.55,1243320.6,07374000,model
41.56,1243790.2,07374000,model
41.57,1244259.86,07374000,model
41.58,1244729.6,07374000,model
41.59,1245199.41,07374000,model
41.6,1245669.3,07374000,model
41.61,1246139.25,07374000,model
41.62,1246609.28,07374000,model
41.63,1247079.38,07374000,model
41.64,1247549.55,07374000,model
41.65,1248019.79,07374000,model
41.66,1248490.11,07374000,model
41.67,1248960.49,07374000,model
41.68,1249430.95,07374000,model
41.69,1249901.48,07374000,model
41.7,1250372.08,07374000,model
41.71,1250842.76,07374000,model
41.72,1251313.5,07374000,model
41.73,1251784.32,07374000,model
41.74,1252255.21,07374000,model
41.75,1252726.17,07374000,model
41.76,1253197.2,07374000,model
41.77,1253668.31,07374000,model
41.78,1254139.48,07374000,model
41.79,1254610.73,07374000,model
41.8,1255082.05,07374000,model
41.81,1255553.45,07374000,model
41.82,1256024.91,07374000,model
41.83,1256496.44,07374000,model
41.84,1256968.05,07374000,model
41.85,1257439.73,07374000,model
41.86,1257911.48,07374000,model
41.87,1258383.31,07374000,model
41.88,1258855.2,07374000,model
41.89,1259327.17,07374000,model
41.9,1259799.2,07374000,model
41.91,1260271.31,07374000,model
41.92,1260743.5,07374000,model
41.93,1261215.75,07374000,model
41.94,1261688.07,07374000,model
41.95,1262160.47,07374000,model
41.96,1262632.94,07374000,model
41.97,1263105.48,07374000,model
41.98,1263578.09,07374000,model
41.99,1264050.78,07374000,model
42,1264523.53,07374000,model
42.01,1264996.36,07374000,model
42.02,1265469.26,07374000,model
42.03,1265942.23,07374000,model
42.04,1266415.27,07374000,model
42.05,1266888.38,07374000,model
42.06,1267361.57,07374000,model
42.07,1267834.83,07374000,model
42.08,1268308.16,07374000,model
42.09,1268781.56,07374000,model
42.1,1269255.03,07374000,model
42.11,1269728.57,07374000,model
42.12,1270202.19,07374000,model
42.13,1270675.88,07374000,model
42.14,1271149.64,07374000,model
42.15,1271623.47,07374000,model
42.16,1272097.37,07374000,model
42.17,1272571.34,07374000,model
42.18,1273045.39,07374000,model
42.19,1273519.5,07374000,model
42.2,1273993.69,07374000,model
42.21,1274467.95,07374000,model
42.22,1274942.29,07374000,model
42.23,1275416.69,07374000,model
42.24,1275891.16,07374000,model
42.25,1276365.71,07374000,model
42.26,1276840.33,07374000,model
42.27,1277315.02,07374000,model
42.28,1277789.78,07374000,model
42.29,1278264.61,07374000,model
42.3,1278739.52,07374000,model
42.31,1279214.49,07374000,model
42.32,1279689.54,07374000,model
42.33,1280164.66,07374000,model
42.34,1280639.85,07374000,model
42.35,1281115.11,07374000,model
42.36,1281590.45,07374000,model
42.37,1282065.85,07374000,model
42.38,1282541.33,07374000,model
42.39,1283016.88,07374000,model
42.4,1283492.5,07374000,model
42.41,1283968.19,07374000,model
42.42,1284443.95,07374000,model
42.43,1284919.79,07374000,model
42.44,1285395.69,07374000,model
42.45,1285871.67,07374000,model
42.46,1286347.72,07374000,model
42.47,1286823.84,07374000,model
42.48,1287300.03,07374000,model
42.49,1287776.29,07374000,model
42.5,1288252.63,07374000,model
42.51,1288729.03,07374000,model
42.52,1289205.51,07374000,model
42.53,1289682.06,07374000,model
42.54,1290158.68,07374000,model
42.55,1290635.37,07374000,model
42.56,1291112.14,07374000,model
42.57,1291588.97,07374000,model
42.58,1292065.88,07374000,model
42.59,1292542.85,07374000,model
42.6,1293019.9,07374000,model
42.61,1293497.02,07374000,model
42.62,1293974.22,07374000,model
42.63,1294451.48,07374000,model
42.64,1294928.81,07374000,model
42.65,1295406.22,07374000,model
42.66,1295883.7,07374000,model
42.67,1296361.25,07374000,model
42.68,1296838.87,07374000,model
42.69,1297316.56,07374000,model
42.7,1297794.32,07374000,model
42.71,1298272.15,07374000,model
42.72,1298750.06,07374000,model
42.73,1299228.04,07374000,model
42.74,1299706.08,07374000,model
42.75,1300184.2,07374000,model
42.76,1300662.39,07374000,model
42.77,1301140.66,07374000,model
42.78,1301618.99,07374000,model
42.79,1302097.4,07374000,model
42.8,1302575.87,07374000,model
42.81,1303054.42,07374000,model
42.82,1303533.04,07374000,model
42.83,1304011.73,07374000,model
42.84,1304490.49,07374000,model
42.85,1304969.32,07374000,model
42.86,1305448.23,07374000,model
42.87,1305927.2,07374000,model
42.88,1306406.25,07374000,model
42.89,1306885.37,07374000,model
42.9,1307364.55,07374000,model
42.91,1307843.81,07374000,model
42.92,1308323.15,07374000,model
42.93,1308802.55,07374000,model
42.94,1309282.02,07374000,model
42.95,1309761.57,07374000,model
42.96,1310241.18,07374000,model
42.97,1310720.87,07374000,model
42.98,1311200.63,07374000,model
42.99,1311680.46,07374000,model
43,1312160.36,07374000,model
43.01,1312640.34,07374000,model
43.02,1313120.38,07374000,model
43.03,1313600.49,07374000,model
43.04,1314080.68,07374000,model
43.05,1314560.94,07374000,model
43.06,1315041.27,07374000,model
43.07,1315521.67,07374000,model
43.08,1316002.14,07374000,model
43.09,1316482.68,07374000,model
43.1,1316963.29,07374000,model
43.11,1317443.98,07374000,model
43.12,1317924.73,07374000,model
43.13,1318405.56,07374000,model
43.14,1318886.46,07374000,model
43.15,1319367.43,07374000,model
43.16,1319848.47,07374000,model
43.17,1320329.58,07374000,model
43.18,1320810.76,07374000,model
43.19,1321292.01,07374000,model
43.2,1321773.34,07374000,model
43.21,1322254.73,07374000,model
43.22,1322736.2,07374000,model
43.23,1323217.74,07374000,model
43.24,1323699.35,07374000,model
43.25,1324181.03,07374000,model
43.26,1324662.78,07374000,model
43.27,1325144.6,07374000,model
43.28,1325626.49,07374000,model
43.29,1326108.46,07374000,model
43.3,1326590.49,07374000,model
43.31,1327072.6,07374000,model
43.32,1327554.78,07374000,model
43.33,1328037.03,07374000,model
43.34,1328519.35,07374000,model
43.35,1329001.74,07374000,model
43.36,1329484.2,07374000,model
43.37,1329966.73,07374000,model
43.38,1330449.33,07374000,model
43.39,1330932.01,07374000,model
43.4,1331414.76,07374000,model
43.41,1331897.57,07374000,model
43.42,1332380.46,07374000,model
43.43,1332863.42,07374000,model
43.44,1333346.45,07374000,model
43.45,1333829.55,07374000,model
43.46,1334312.72,07374000,model
43.47,1334795.96,07374000,model
43.48,1335279.28,07374000,model
43.49,1335762.66,07374000,model
43.5,1336246.12,07374000,model
43.51,1336729.65,07374000,model
43.52,1337213.24,07374000,model
43.53,1337696.91,07374000,model
43.54,1338180.65,07374000,model
43.55,1338664.46,07374000,model
43.56,1339148.34,07374000,model
43.57,1339632.3,07374000,model
43.58,1340116.32,07374000,model
43.59,1340600.41,07374000,model
43.6,1341084.58,07374000,model
43.61,1341568.82,07374000,model
43.62,1342053.12,07374000,model
43.63,1342537.5,07374000,model
43.64,1343021.95,07374000,model
43.65,1343506.47,07374000,model
43.66,1343991.06,07374000,model
43.67,1344475.72,07374000,model
43.68,1344960.45,07374000,model
43.69,1345445.26,07374000,model
43.7,1345930.13,07374000,model
43.71,1346415.08,07374000,model
43.72,1346900.09,07374000,model
43.73,1347385.18,07374000,model
43.74,1347870.34,07374000,model
43.75,1348355.56,07374000,model
43.76,1348840.86,07374000,model
43.77,1349326.23,07374000,model
43.78,1349811.67,07374000,model
43.79,1350297.19,07374000,model
43.8,1350782.77,07374000,model
43.81,1351268.42,07374000,model
43.82,1351754.15,07374000,model
43.83,1352239.94,07374000,model
43.84,1352725.81,07374000,model
43.85,1353211.74,07374000,model
43.86,1353697.75,07374000,model
43.87,1354183.83,07374000,model
43.88,1354669.98,07374000,model
43.89,1355156.2,07374000,model
43.9,1355642.49,07374000,model
43.91,1356128.85,07374000,model
43.92,1356615.28,07374000,model
43.93,1357101.79,07374000,model
43.94,1357588.36,07374000,model
43.95,1358075,07374000,model
43.96,1358561.72,07374000,model
43.97,1359048.5,07374000,model
43.98,1359535.36,07374000,model
43.99,1360022.29,07374000,model
44,1360509.29,07374000,model
44.01,1360996.35,07374000,model
44.02,1361483.49,07374000,model
44.03,1361970.7,07374000,model
44.04,1362457.99,07374000,model
44.05,1362945.34,07374000,model
44.06,1363432.76,07374000,model
44.07,1363920.25,07374000,model
44.08,1364407.82,07374000,model
44.09,1364895.45,07374000,model
44.1,1365383.16,07374000,model
44.11,1365870.93,07374000,model
44.12,1366358.78,07374000,model
44.13,1366846.7,07374000,model
44.14,1367334.68,07374000,model
44.15,1367822.74,07374000,model
44.16,1368310.87,07374000,model
44.17,1368799.07,07374000,model
44.18,1369287.34,07374000,model
44.19,1369775.68,07374000,model
44.2,1370264.09,07374000,model
44.21,1370752.58,07374000,model
44.22,1371241.13,07374000,model
44.23,1371729.75,07374000,model
44.24,1372218.45,07374000,model
44.25,1372707.21,07374000,model
44.26,1373196.05,07374000,model
44.27,1373684.95,07374000,model
44.28,1374173.93,07374000,model
44.29,1374662.98,07374000,model
44.3,1375152.09,07374000,model
44.31,1375641.28,07374000,model
44.32,1376130.54,07374000,model
44.33,1376619.87,07374000,model
44.34,1377109.27,07374000,model
44.35,1377598.74,07374000,model
44.36,1378088.28,07374000,model
44.37,1378577.89,07374000,model
44.38,1379067.58,07374000,model
44.39,1379557.33,07374000,model
44.4,1380047.15,07374000,model
44.41,1380537.04,07374000,model
44.42,1381027.01,07374000,model
44.43,1381517.04,07374000,model
44.44,1382007.15,07374000,model
44.45,1382497.33,07374000,model
44.46,1382987.57,07374000,model
44.47,1383477.89,07374000,model
44.48,1383968.28,07374000,model
44.49,1384458.73,07374000,model
44.5,1384949.26,07374000,model
44.51,1385439.86,07374000,model
44.52,1385930.53,07374000,model
44.53,1386421.27,07374000,model
44.54,1386912.08,07374000,model
44.55,1387402.96,07374000,model
44.56,1387893.91,07374000,model
44.57,1388384.93,07374000,model
44.58,1388876.03,07374000,model
44.59,1389367.19,07374000,model
44.6,1389858.42,07374000,model
44.61,1390349.73,07374000,model
44.62,1390841.1,07374000,model
44.63,1391332.54,07374000,model
44.64,1391824.06,07374000,model
44.65,1392315.64,07374000,model
44.66,1392807.3,07374000,model
44.67,1393299.03,07374000,model
44.68,1393790.82,07374000,model
44.69,1394282.69,07374000,model
44.7,1394774.63,07374000,model
44.71,1395266.63,07374000,model
44.72,1395758.71,07374000,model
44.73,1396250.86,07374000,model
44.74,1396743.08,07374000,model
44.75,1397235.37,07374000,model
44.76,1397727.73,07374000,model
44.77,1398220.16,07374000,model
44.78,1398712.66,07374000,model
44.79,1399205.23,07374000,model
44.8,1399697.87,07374000,model
44.81,1400190.58,07374000,model
44.82,1400683.36,07374000,model
44.83,1401176.21,07374000,model
44.84,1401669.14,07374000,model
44.85,1402162.13,07374000,model
44.86,1402655.19,07374000,model
44.87,1403148.33,07374000,model
44.88,1403641.53,07374000,model
44.89,1404134.8,07374000,model
44.9,1404628.15,07374000,model
44.91,1405121.56,07374000,model
44.92,1405615.05,07374000,model
44.93,1406108.6,07374000,model
44.94,1406602.23,07374000,model
44.95,1407095.92,07374000,model
44.96,1407589.69,07374000,model
44.97,1408083.53,07374000,model
44.98,1408577.43,07374000,model
44.99,1409071.41,07374000,model
45,1409565.46,07374000,model
45.01,1410059.57,07374000,model
45.02,1410553.76,07374000,model
45.03,1411048.02,07374000,model
45.04,1411542.35,07374000,model
45.05,1412036.74,07374000,model
45.06,1412531.21,07374000,model
45.07,1413025.75,07374000,model
45.08,1413520.36,07374000,model
45.09,1414015.04,07374000,model
45.1,1414509.79,07374000,model
45.11,1415004.61,07374000,model
45.12,1415499.5,07374000,model
45.13,1415994.46,07374000,model
45.14,1416489.49,07374000,model
45.15,1416984.59,07374000,model
45.16,1417479.76,07374000,model
45.17,1417975,07374000,model
45.18,1418470.31,07374000,model
45.19,1418965.69,07374000,model
45.2,1419461.14,07374000,model
45.21,1419956.66,07374000,model
45.22,1420452.25,07374000,model
45.23,1420947.92,07374000,model
45.24,1421443.65,07374000,model
45.25,1421939.45,07374000,model
45.26,1422435.32,07374000,model
45.27,1422931.26,07374000,model
45.28,1423427.28,07374000,model
45.29,1423923.36,07374000,model
45.3,1424419.51,07374000,model
45.31,1424915.73,07374000,model
45.32,1425412.03,07374000,model
45.33,1425908.39,07374000,model
45.34,1426404.82,07374000,model
45.35,1426901.33,07374000,model
45.36,1427397.9,07374000,model
45.37,1427894.54,07374000,model
45.38,1428391.26,07374000,model
45.39,1428888.04,07374000,model
45.4,1429384.89,07374000,model
45.41,1429881.82,07374000,model
45.42,1430378.81,07374000,model
45.43,1430875.87,07374000,model
45.44,1431373.01,07374000,model
45.45,1431870.21,07374000,model
45.46,1432367.48,07374000,model
45.47,1432864.83,07374000,model
45.48,1433362.24,07374000,model
45.49,1433859.73,07374000,model
45.5,1434357.28,07374000,model
45.51,1434854.9,07374000,model
45.52,1435352.6,07374000,model
45.53,1435850.36,07374000,model
45.54,1436348.2,07374000,model
45.55,1436846.1,07374000,model
45.56,1437344.07,07374000,model
45.57,1437842.12,07374000,model
45.58,1438340.23,07374000,model
45.59,1438838.42,07374000,model
45.6,1439336.67,07374000,model
45.61,1439834.99,07374000,model
45.62,1440333.39,07374000,model
45.63,1440831.85,07374000,model
45.64,1441330.38,07374000,model
45.65,1441828.99,07374000,model
45.66,1442327.66,07374000,model
45.67,1442826.41,07374000,model
45.68,1443325.22,07374000,model
45.69,1443824.1,07374000,model
45.7,1444323.06,07374000,model
45.71,1444822.08,07374000,model
45.72,1445321.17,07374000,model
45.73,1445820.34,07374000,model
45.74,1446319.57,07374000,model
45.75,1446818.87,07374000,model
45.76,1447318.25,07374000,model
45.77,1447817.69,07374000,model
45.78,1448317.2,07374000,model
45.79,1448816.78,07374000,model
45.8,1449316.44,07374000,model
45.81,1449816.16,07374000,model
45.82,1450315.95,07374000,model
45.83,1450815.81,07374000,model
45.84,1451315.75,07374000,model
45.85,1451815.75,07374000,model
45.86,1452315.82,07374000,model
45.87,1452815.96,07374000,model
45.88,1453316.17,07374000,model
45.89,1453816.45,07374000,model
45.9,1454316.81,07374000,model
45.91,1454817.23,07374000,model
45.92,1455317.72,07374000,model
45.93,1455818.28,07374000,model
45.94,1456318.91,07374000,model
45.95,1456819.61,07374000,model
45.96,1457320.38,07374000,model
45.97,1457821.22,07374000,model
45.98,1458322.13,07374000,model
45.99,1458823.11,07374000,model
46,1459324.16,07374000,model
46.01,1459825.28,07374000,model
46.02,1460326.47,07374000,model
46.03,1460827.73,07374000,model
46.04,1461329.05,07374000,model
46.05,1461830.45,07374000,model
46.06,1462331.92,07374000,model
46.07,1462833.46,07374000,model
46.08,1463335.07,07374000,model
46.09,1463836.74,07374000,model
46.1,1464338.49,07374000,model
46.11,1464840.31,07374000,model
46.12,1465342.19,07374000,model
46.13,1465844.15,07374000,model
46.14,1466346.18,07374000,model
46.15,1466848.27,07374000,model
46.16,1467350.44,07374000,model
46.17,1467852.67,07374000,model
46.18,1468354.98,07374000,model
46.19,1468857.35,07374000,model
46.2,1469359.8,07374000,model
46.21,1469862.31,07374000,model
46.22,1470364.9,07374000,model
46.23,1470867.55,07374000,model
46.24,1471370.27,07374000,model
46.25,1471873.07,07374000,model
46.26,1472375.93,07374000,model
46.27,1472878.86,07374000,model
46.28,1473381.86,07374000,model
46.29,1473884.93,07374000,model
46.3,1474388.07,07374000,model
46.31,1474891.29,07374000,model
46.32,1475394.57,07374000,model
46.33,1475897.92,07374000,model
46.34,1476401.34,07374000,model
46.35,1476904.83,07374000,model
46.36,1477408.39,07374000,model
46.37,1477912.01,07374000,model
46.38,1478415.71,07374000,model
46.39,1478919.48,07374000,model
46.4,1479423.32,07374000,model
46.41,1479927.23,07374000,model
46.42,1480431.2,07374000,model
46.43,1480935.25,07374000,model
46.44,1481439.36,07374000,model
46.45,1481943.55,07374000,model
46.46,1482447.81,07374000,model
46.47,1482952.13,07374000,model
46.48,1483456.53,07374000,model
46.49,1483960.99,07374000,model
46.5,1484465.52,07374000,model
46.51,1484970.13,07374000,model
46.52,1485474.8,07374000,model
46.53,1485979.54,07374000,model
46.54,1486484.35,07374000,model
46.55,1486989.23,07374000,model
46.56,1487494.19,07374000,model
46.57,1487999.21,07374000,model
46.58,1488504.3,07374000,model
46.59,1489009.46,07374000,model
46.6,1489514.68,07374000,model
46.61,1490019.98,07374000,model
46.62,1490525.35,07374000,model
46.63,1491030.79,07374000,model
46.64,1491536.3,07374000,model
46.65,1492041.87,07374000,model
46.66,1492547.52,07374000,model
46.67,1493053.23,07374000,model
