stage_ft,Q_cfs,site_no,type
19.38,488520.8,07374000,model
19.39,488734.28,07374000,model
19.4,488947.76,07374000,model
19.41,489161.23,07374000,model
19.42,489374.71,07374000,model
19.43,489588.18,07374000,model
19.44,489801.65,07374000,model
19.45,490015.12,07374000,model
19.46,490228.59,07374000,model
19.47,490442.05,07374000,model
19.48,490655.51,07374000,model
19.49,490868.97,07374000,model
19.5,491082.43,07374000,model
19.51,491295.89,07374000,model
19.52,491509.34,07374000,model
19.53,491722.79,07374000,model
19.54,491936.24,07374000,model
19.55,492149.69,07374000,model
19.56,492363.13,07374000,model
19.57,492576.58,07374000,model
19.58,492790.02,07374000,model
19.59,493003.46,07374000,model
19.6,493216.9,07374000,model
19.61,493430.33,07374000,model
19.62,493643.76,07374000,model
19.63,493857.19,07374000,model
19.64,494070.62,07374000,model
19.65,494284.05,07374000,model
19.66,494497.47,07374000,model
19.67,494710.9,07374000,model
19.68,494924.32,07374000,model
19.69,495137.74,07374000,model
19.7,495351.15,07374000,model
19.71,495564.57,07374000,model
19.72,495777.98,07374000,model
19.73,495991.39,07374000,model
19.74,496204.8,07374000,model
19.75,496418.2,07374000,model
19.76,496631.61,07374000,model
19.77,496845.01,07374000,model
19.78,497058.41,07374000,model
19.79,497271.81,07374000,model
19.8,497485.2,07374000,model
19.81,497698.6,07374000,model
19.82,497911.99,07374000,model
19.83,498125.38,07374000,model
19.84,498338.76,07374000,model
19.85,498552.15,07374000,model
19.86,498765.53,07374000,model
19.87,498978.91,07374000,model
19.88,499192.29,07374000,model
19.89,499405.67,07374000,model
19.9,499619.05,07374000,model
19.91,499832.42,07374000,model
19.92,500045.79,07374000,model
19.93,500259.16,07374000,model
19.94,500472.53,07374000,model
19.95,500685.89,07374000,model
19.96,500899.25,07374000,model
19.97,501112.61,07374000,model
19.98,501325.97,07374000,model
19.99,501539.33,07374000,model
20,501752.68,07374000,model
20.01,501966.04,07374000,model
20.02,502179.39,07374000,model
20.03,502392.74,07374000,model
20.04,502606.08,07374000,model
20.05,502819.43,07374000,model
20.06,503032.77,07374000,model
20.07,503246.11,07374000,model
20.08,503459.45,07374000,model
20.09,503672.78,07374000,model
20.1,503886.12,07374000,model
20.11,504099.45,07374000,model
20.12,504312.78,07374000,model
20.13,504526.11,07374000,model
20.14,504739.44,07374000,model
20.15,504952.76,07374000,model
20.16,505166.08,07374000,model
20.17,505379.4,07374000,model
20.18,505592.72,07374000,model
20.19,505806.04,07374000,model
20.2,506019.35,07374000,model
20.21,506232.66,07374000,model
20.22,506445.97,07374000,model
20.23,506659.28,07374000,model
20.24,506872.59,07374000,model
20.25,507085.89,07374000,model
20.26,507299.19,07374000,model
20.27,507512.49,07374000,model
20.28,507725.79,07374000,model
20.29,507939.09,07374000,model
20.3,508152.38,07374000,model
20.31,508365.67,07374000,model
20.32,508578.96,07374000,model
20.33,508792.25,07374000,model
20.34,509005.54,07374000,model
20.35,509218.82,07374000,model
20.36,509432.1,07374000,model
20.37,509645.38,07374000,model
20.38,509858.66,07374000,model
20.39,510071.93,07374000,model
20.4,510285.21,07374000,model
20.41,510498.48,07374000,model
20.42,510711.75,07374000,model
20.43,510925.02,07374000,model
20.44,511138.28,07374000,model
20.45,511351.55,07374000,model
20.46,511564.81,07374000,model
20.47,511778.07,07374000,model
20.48,511991.33,07374000,model
20.49,512204.58,07374000,model
20.5,512417.84,07374000,model
20.51,512631.09,07374000,model
20.52,512844.34,07374000,model
20.53,513057.58,07374000,model
20.54,513270.83,07374000,model
20.55,513484.07,07374000,model
20.56,513697.32,07374000,model
20.57,513910.56,07374000,model
20.58,514123.79,07374000,model
20.59,514337.03,07374000,model
20.6,514550.26,07374000,model
20.61,514763.49,07374000,model
20.62,514976.72,07374000,model
20.63,515189.95,07374000,model
20.64,515403.18,07374000,model
20.65,515616.4,07374000,model
20.66,515829.62,07374000,model
20.67,516042.84,07374000,model
20.68,516256.06,07374000,model
20.69,516469.28,07374000,model
20.7,516682.49,07374000,model
20.71,516895.7,07374000,model
20.72,517108.91,07374000,model
20.73,517322.12,07374000,model
20.74,517535.33,07374000,model
20.75,517748.53,07374000,model
20.76,517961.73,07374000,model
20.77,518174.93,07374000,model
20.78,518388.13,07374000,model
20.79,518601.33,07374000,model
20.8,518814.52,07374000,model
20.81,519027.71,07374000,model
20.82,519240.91,07374000,model
20.83,519454.09,07374000,model
20.84,519667.28,07374000,model
20.85,519880.46,07374000,model
20.86,520093.65,07374000,model
20.87,520306.83,07374000,model
20.88,520520.01,07374000,model
20.89,520733.18,07374000,model
20.9,520946.36,07374000,model
20.91,521159.53,07374000,model
20.92,521372.7,07374000,model
20.93,521585.87,07374000,model
20.94,521799.03,07374000,model
20.95,522012.2,07374000,model
20.96,522225.36,07374000,model
20.97,522438.52,07374000,model
20.98,522651.68,07374000,model
20.99,522864.84,07374000,model
21,523077.99,07374000,model
21.01,523291.15,07374000,model
21.02,523504.3,07374000,model
21.03,523717.45,07374000,model
21.04,523930.59,07374000,model
21.05,524143.74,07374000,model
21.06,524356.88,07374000,model
21.07,524570.02,07374000,model
21.08,524783.16,07374000,model
21.09,524996.3,07374000,model
21.1,525209.44,07374000,model
21.11,525422.57,07374000,model
21.12,525635.7,07374000,model
21.13,525848.83,07374000,model
21.14,526061.96,07374000,model
21.15,526275.08,07374000,model
21.16,526488.21,07374000,model
21.17,526701.33,07374000,model
21.18,526914.45,07374000,model
21.19,527127.57,07374000,model
21.2,527340.68,07374000,model
21.21,527553.8,07374000,model
21.22,527766.91,07374000,model
21.23,527980.02,07374000,model
21.24,528193.13,07374000,model
21.25,528406.23,07374000,model
21.26,528619.34,07374000,model
21.27,528832.44,07374000,model
21.28,529045.54,07374000,model
21.29,529258.64,07374000,model
21.3,529471.74,07374000,model
21.31,529684.83,07374000,model
21.32,529897.93,07374000,model
21.33,530111.02,07374000,model
21.34,530324.11,07374000,model
21.35,530537.19,07374000,model
21.36,530750.28,07374000,model
21.37,530963.36,07374000,model
21.38,531176.44,07374000,model
21.39,531389.52,07374000,model
21.4,531602.6,07374000,model
21.41,531815.67,07374000,model
21.42,532028.75,07374000,model
21.43,532241.82,07374000,model
21.44,532454.89,07374000,model
21.45,532667.96,07374000,model
21.46,532881.02,07374000,model
21.47,533094.09,07374000,model
21.48,533307.15,07374000,model
21.49,533520.21,07374000,model
21.5,533733.27,07374000,model
21.51,533946.32,07374000,model
21.52,534159.38,07374000,model
21.53,534372.43,07374000,model
21.54,534585.48,07374000,model
21.55,534798.53,07374000,model
21.56,535011.58,07374000,model
21.57,535224.62,07374000,model
21.58,535437.66,07374000,model
21.59,535650.71,07374000,model
21.6,535863.74,07374000,model
21.61,536076.78,07374000,model
21.62,536289.82,07374000,model
21.63,536502.85,07374000,model
21.64,536715.88,07374000,model
21.65,536928.91,07374000,model
21.66,537141.94,07374000,model
21.67,537354.97,07374000,model
21.68,537567.99,07374000,model
21.69,537781.01,07374000,model
21.7,537994.03,07374000,model
21.71,538207.05,07374000,model
21.72,538420.07,07374000,model
21.73,538633.08,07374000,model
21.74,538846.09,07374000,model
21.75,539059.1,07374000,model
21.76,539272.11,07374000,model
21.77,539485.12,07374000,model
21.78,539698.12,07374000,model
21.79,539911.13,07374000,model
21.8,540124.13,07374000,model
21.81,540337.13,07374000,model
21.82,540550.13,07374000,model
21.83,540763.12,07374000,model
21.84,540976.11,07374000,model
21.85,541189.11,07374000,model
21.86,541402.1,07374000,model
21.87,541615.08,07374000,model
21.88,541828.07,07374000,model
21.89,542041.05,07374000,model
21.9,542254.04,07374000,model
21.91,542467.02,07374000,model
21.92,542680,07374000,model
21.93,542892.97,07374000,model
21.94,543105.95,07374000,model
21.95,543318.92,07374000,model
21.96,543531.89,07374000,model
21.97,543744.86,07374000,model
21.98,543957.83,07374000,model
21.99,544170.79,07374000,model
22,544383.76,07374000,model
22.01,544596.72,07374000,model
22.02,544809.68,07374000,model
22.03,545022.64,07374000,model
22.04,545235.59,07374000,model
22.05,545448.55,07374000,model
22.06,545661.5,07374000,model
22.07,545874.45,07374000,model
22.08,546087.4,07374000,model
22.09,546300.34,07374000,model
22.1,546513.29,07374000,model
22.11,546726.23,07374000,model
22.12,546939.17,07374000,model
22.13,547152.11,07374000,model
22.14,547365.05,07374000,model
22.15,547577.99,07374000,model
22.16,547790.92,07374000,model
22.17,548003.85,07374000,model
22.18,548216.78,07374000,model
22.19,548429.71,07374000,model
22.2,548642.64,07374000,model
22.21,548855.56,07374000,model
22.22,549068.48,07374000,model
22.23,549281.4,07374000,model
22.24,549494.32,07374000,model
22.25,549707.24,07374000,model
22.26,549920.15,07374000,model
22.27,550133.07,07374000,model
22.28,550345.98,07374000,model
22.29,550558.89,07374000,model
22.3,550771.8,07374000,model
22.31,550984.7,07374000,model
22.32,551197.61,07374000,model
22.33,551410.51,07374000,model
22.34,551623.41,07374000,model
22.35,551836.31,07374000,model
22.36,552049.2,07374000,model
22.37,552262.1,07374000,model
22.38,552474.99,07374000,model
22.39,552687.88,07374000,model
22.4,552900.77,07374000,model
22.41,553113.66,07374000,model
22.42,553326.54,07374000,model
22.43,553539.43,07374000,model
22.44,553752.31,07374000,model
22.45,553965.19,07374000,model
22.46,554178.07,07374000,model
22.47,554390.94,07374000,model
22.48,554603.82,07374000,model
22.49,554816.69,07374000,model
22.5,555029.56,07374000,model
22.51,555242.43,07374000,model
22.52,555455.3,07374000,model
22.53,555668.16,07374000,model
22.54,555881.03,07374000,model
22.55,556093.89,07374000,model
22.56,556306.75,07374000,model
22.57,556519.61,07374000,model
22.58,556732.46,07374000,model
22.59,556945.32,07374000,model
22.6,557158.17,07374000,model
22.61,557371.02,07374000,model
22.62,557583.87,07374000,model
22.63,557796.71,07374000,model
22.64,558009.56,07374000,model
22.65,558222.4,07374000,model
22.66,558435.24,07374000,model
22.67,558648.08,07374000,model
22.68,558860.92,07374000,model
22.69,559073.76,07374000,model
22.7,559286.59,07374000,model
22.71,559499.42,07374000,model
22.72,559712.25,07374000,model
22.73,559925.08,07374000,model
22.74,560137.91,07374000,model
22.75,560350.74,07374000,model
22.76,560563.56,07374000,model
22.77,560776.38,07374000,model
22.78,560989.2,07374000,model
22.79,561202.02,07374000,model
22.8,561414.83,07374000,model
22.81,561627.65,07374000,model
22.82,561840.46,07374000,model
22.83,562053.27,07374000,model
22.84,562266.08,07374000,model
22.85,562478.89,07374000,model
22.86,562691.69,07374000,model
22.87,562904.49,07374000,model
22.88,563117.3,07374000,model
22.89,563330.1,07374000,model
22.9,563542.89,07374000,model
22.91,563755.69,07374000,model
22.92,563968.48,07374000,model
22.93,564181.28,07374000,model
22.94,564394.07,07374000,model
22.95,564606.86,07374000,model
22.96,564819.64,07374000,model
22.97,565032.43,07374000,model
22.98,565245.21,07374000,model
22.99,565457.99,07374000,model
23,565670.77,07374000,model
23.01,565883.55,07374000,model
23.02,566096.33,07374000,model
23.03,566309.1,07374000,model
23.04,566521.87,07374000,model
23.05,566734.65,07374000,model
23.06,566947.41,07374000,model
23.07,567160.18,07374000,model
23.08,567372.95,07374000,model
23.09,567585.71,07374000,model
23.1,567798.47,07374000,model
23.11,568011.23,07374000,model
23.12,568223.99,07374000,model
23.13,568436.75,07374000,model
23.14,568649.5,07374000,model
23.15,568862.26,07374000,model
23.16,569075.01,07374000,model
23.17,569287.76,07374000,model
23.18,569500.5,07374000,model
23.19,569713.25,07374000,model
23.2,569925.99,07374000,model
23.21,570138.73,07374000,model
23.22,570351.48,07374000,model
23.23,570564.21,07374000,model
23.24,570776.95,07374000,model
23.25,570989.69,07374000,model
23.26,571202.42,07374000,model
23.27,571415.15,07374000,model
23.28,571627.88,07374000,model
23.29,571840.61,07374000,model
23.3,572053.33,07374000,model
23.31,572266.06,07374000,model
23.32,572478.78,07374000,model
23.33,572691.5,07374000,model
23.34,572904.22,07374000,model
23.35,573116.94,07374000,model
23.36,573329.65,07374000,model
23.37,573542.37,07374000,model
23.38,573755.08,07374000,model
23.39,573967.79,07374000,model
23.4,574180.5,07374000,model
23.41,574393.2,07374000,model
23.42,574605.91,07374000,model
23.43,574818.61,07374000,model
23.44,575031.31,07374000,model
23.45,575244.01,07374000,model
23.46,575456.71,07374000,model
23.47,575669.41,07374000,model
23.48,575882.1,07374000,model
23.49,576094.79,07374000,model
23.5,576307.48,07374000,model
23.51,576520.17,07374000,model
23.52,576732.86,07374000,model
23.53,576945.55,07374000,model
23.54,577158.23,07374000,model
23.55,577370.91,07374000,model
23.56,577583.59,07374000,model
23.57,577796.27,07374000,model
23.58,578008.95,07374000,model
23.59,578221.62,07374000,model
23.6,578434.29,07374000,model
23.61,578646.96,07374000,model
23.62,578859.63,07374000,model
23.63,579072.3,07374000,model
23.64,579284.97,07374000,model
23.65,579497.63,07374000,model
23.66,579710.29,07374000,model
23.67,579922.96,07374000,model
23.68,580135.61,07374000,model
23.69,580348.27,07374000,model
23.7,580560.93,07374000,model
23.71,580773.58,07374000,model
23.72,580986.23,07374000,model
23.73,581198.88,07374000,model
23.74,581411.53,07374000,model
23.75,581624.18,07374000,model
23.76,581836.82,07374000,model
23.77,582049.47,07374000,model
23.78,582262.11,07374000,model
23.79,582474.75,07374000,model
23.8,582687.39,07374000,model
23.81,582900.02,07374000,model
23.82,583112.66,07374000,model
23.83,583325.29,07374000,model
23.84,583537.92,07374000,model
23.85,583750.55,07374000,model
23.86,583963.18,07374000,model
23.87,584175.8,07374000,model
23.88,584388.43,07374000,model
23.89,584601.05,07374000,model
23.9,584813.67,07374000,model
23.91,585026.29,07374000,model
23.92,585238.91,07374000,model
23.93,585451.52,07374000,model
23.94,585664.13,07374000,model
23.95,585876.75,07374000,model
23.96,586089.36,07374000,model
23.97,586301.96,07374000,model
23.98,586514.57,07374000,model
23.99,586727.18,07374000,model
24,586939.78,07374000,model
24.01,587152.38,07374000,model
24.02,587364.98,07374000,model
24.03,587577.58,07374000,model
24.04,587790.17,07374000,model
24.05,588002.77,07374000,model
24.06,588215.36,07374000,model
24.07,588427.95,07374000,model
24.08,588640.54,07374000,model
24.09,588853.13,07374000,model
24.1,589065.72,07374000,model
24.11,589278.3,07374000,model
24.12,589490.88,07374000,model
24.13,589703.46,07374000,model
24.14,589916.04,07374000,model
24.15,590128.62,07374000,model
24.16,590341.2,07374000,model
24.17,590553.77,07374000,model
24.18,590766.34,07374000,model
24.19,590978.91,07374000,model
24.2,591191.48,07374000,model
24.21,591404.05,07374000,model
24.22,591616.61,07374000,model
24.23,591829.18,07374000,model
24.24,592041.74,07374000,model
24.25,592254.3,07374000,model
24.26,592466.86,07374000,model
24.27,592679.41,07374000,model
24.28,592891.97,07374000,model
24.29,593104.52,07374000,model
24.3,593317.07,07374000,model
24.31,593529.62,07374000,model
24.32,593742.17,07374000,model
24.33,593954.72,07374000,model
24.34,594167.26,07374000,model
24.35,594379.8,07374000,model
24.36,594592.35,07374000,model
24.37,594804.89,07374000,model
24.38,595017.42,07374000,model
24.39,595229.96,07374000,model
24.4,595442.49,07374000,model
24.41,595655.03,07374000,model
24.42,595867.56,07374000,model
24.43,596080.09,07374000,model
24.44,596292.61,07374000,model
24.45,596505.14,07374000,model
24.46,596717.66,07374000,model
24.47,596930.19,07374000,model
24.48,597142.71,07374000,model
24.49,597355.23,07374000,model
24.5,597567.74,07374000,model
24.51,597780.26,07374000,model
24.52,597992.77,07374000,model
24.53,598205.29,07374000,model
24.54,598417.8,07374000,model
24.55,598630.31,07374000,model
24.56,598842.81,07374000,model
24.57,599055.32,07374000,model
24.58,599267.82,07374000,model
24.59,599480.32,07374000,model
24.6,599692.82,07374000,model
24.61,599905.32,07374000,model
24.62,600117.82,07374000,model
24.63,600330.31,07374000,model
24.64,600542.81,07374000,model
24.65,600755.3,07374000,model
24.66,600967.79,07374000,model
24.67,601180.28,07374000,model
24.68,601392.77,07374000,model
24.69,601605.25,07374000,model
24.7,601817.73,07374000,model
24.71,602030.22,07374000,model
24.72,602242.7,07374000,model
24.73,602455.18,07374000,model
24.74,602667.65,07374000,model
24.75,602880.13,07374000,model
24.76,603092.6,07374000,model
24.77,603305.07,07374000,model
24.78,603517.54,07374000,model
24.79,603730.01,07374000,model
24.8,603942.48,07374000,model
24.81,604154.94,07374000,model
24.82,604367.41,07374000,model
24.83,604579.87,07374000,model
24.84,604792.33,07374000,model
24.85,605004.78,07374000,model
24.86,605217.24,07374000,model
24.87,605429.7,07374000,model
24.88,605642.15,07374000,model
24.89,605854.6,07374000,model
24.9,606067.05,07374000,model
24.91,606279.5,07374000,model
24.92,606491.95,07374000,model
24.93,606704.39,07374000,model
24.94,606916.83,07374000,model
24.95,607129.27,07374000,model
24.96,607341.71,07374000,model
24.97,607554.15,07374000,model
24.98,607766.59,07374000,model
24.99,607979.02,07374000,model
25,608191.46,07374000,model
25.01,608403.89,07374000,model
25.02,608616.32,07374000,model
25.03,608828.75,07374000,model
25.04,609041.17,07374000,model
25.05,609253.6,07374000,model
25.06,609466.02,07374000,model
25.07,609678.44,07374000,model
25.08,609890.86,07374000,model
25.09,610103.28,07374000,model
25.1,610315.7,07374000,model
25.11,610528.11,07374000,model
25.12,610740.52,07374000,model
25.13,610952.94,07374000,model
25.14,611165.35,07374000,model
25.15,611377.75,07374000,model
25.16,611590.16,07374000,model
25.17,611802.57,07374000,model
25.18,612014.97,07374000,model
25.19,612227.37,07374000,model
25.2,612439.77,07374000,model
25.21,612652.17,07374000,model
25.22,612864.56,07374000,model
25.23,613076.96,07374000,model
25.24,613289.35,07374000,model
25.25,613501.74,07374000,model
25.26,613714.13,07374000,model
25.27,613926.52,07374000,model
25.28,614138.91,07374000,model
25.29,614351.29,07374000,model
25.3,614563.68,07374000,model
25.31,614776.06,07374000,model
25.32,614988.44,07374000,model
25.33,615200.82,07374000,model
25.34,615413.19,07374000,model
25.35,615625.57,07374000,model
25.36,615837.94,07374000,model
25.37,616050.31,07374000,model
25.38,616262.68,07374000,model
25.39,616475.05,07374000,model
25.4,616687.42,07374000,model
25.41,616899.78,07374000,model
25.42,617112.15,07374000,model
25.43,617324.51,07374000,model
25.44,617536.87,07374000,model
25.45,617749.23,07374000,model
25.46,617961.59,07374000,model
25.47,618173.94,07374000,model
25.48,618386.29,07374000,model
25.49,618598.65,07374000,model
25.5,618811,07374000,model
25.51,619023.35,07374000,model
25.52,619235.69,07374000,model
25.53,619448.04,07374000,model
25.54,619660.38,07374000,model
25.55,619872.72,07374000,model
25.56,620085.07,07374000,model
25.57,620297.4,07374000,model
25.58,620509.74,07374000,model
25.59,620722.08,07374000,model
25.6,620934.41,07374000,model
25.61,621146.74,07374000,model
25.62,621359.07,07374000,model
25.63,621571.4,07374000,model
25.64,621783.73,07374000,model
25.65,621996.06,07374000,model
25.66,622208.38,07374000,model
25.67,622420.7,07374000,model
25.68,622633.02,07374000,model
25.69,622845.34,07374000,model
25.7,623057.66,07374000,model
25.71,623269.98,07374000,model
25.72,623482.29,07374000,model
25.73,623694.61,07374000,model
25.74,623906.92,07374000,model
25.75,624119.23,07374000,model
25.76,624331.53,07374000,model
25.77,624543.84,07374000,model
25.78,624756.14,07374000,model
25.79,624968.45,07374000,model
25.8,625180.75,07374000,model
25.81,625393.05,07374000,model
25.82,625605.35,07374000,model
25.83,625817.64,07374000,model
25.84,626029.94,07374000,model
25.85,626242.23,07374000,model
25.86,626454.52,07374000,model
25.87,626666.81,07374000,model
25.88,626879.1,07374000,model
25.89,627091.39,07374000,model
25.9,627303.68,07374000,model
25.91,627515.96,07374000,model
25.92,627728.24,07374000,model
25.93,627940.52,07374000,model
25.94,628152.8,07374000,model
25.95,628379.39,07374000,model
25.96,628605.97,07374000,model
25.97,628832.57,07374000,model
25.98,629059.16,07374000,model
25.99,629285.76,07374000,model
26,629512.36,07374000,model
26.01,629738.97,07374000,model
26.02,629965.58,07374000,model
26.03,630192.19,07374000,model
26.04,630418.81,07374000,model
26.05,630645.43,07374000,model
26.06,630872.05,07374000,model
26.07,631098.68,07374000,model
26.08,631325.31,07374000,model
26.09,631551.94,07374000,model
26.1,631778.58,07374000,model
26.11,632005.22,07374000,model
26.12,632231.86,07374000,model
26.13,632458.51,07374000,model
26.14,632685.16,07374000,model
26.15,632911.81,07374000,model
26.16,633138.47,07374000,model
26.17,633365.13,07374000,model
26.18,633591.8,07374000,model
26.19,633818.46,07374000,model
26.2,634045.14,07374000,model
26.21,634271.81,07374000,model
26.22,634498.49,07374000,model
26.23,634725.17,07374000,model
26.24,634951.85,07374000,model
26.25,635178.54,07374000,model
26.26,635405.23,07374000,model
26.27,635631.93,07374000,model
26.28,635858.63,07374000,model
26.29,636085.33,07374000,model
26.3,636312.03,07374000,model
26.31,636538.74,07374000,model
26.32,636765.45,07374000,model
26.33,636992.17,07374000,model
26.34,637218.89,07374000,model
26.35,637445.61,07374000,model
26.36,637672.34,07374000,model
26.37,637899.06,07374000,model
26.38,638125.8,07374000,model
26.39,638352.53,07374000,model
26.4,638579.27,07374000,model
26.41,638806.01,07374000,model
26.42,639032.76,07374000,model
26.43,639259.51,07374000,model
26.44,639486.26,07374000,model
26.45,639713.02,07374000,model
26.46,639939.78,07374000,model
26.47,640166.54,07374000,model
26.48,640393.3,07374000,model
26.49,640620.07,07374000,model
26.5,640846.85,07374000,model
26.51,641073.62,07374000,model
26.52,641300.4,07374000,model
26.53,641527.19,07374000,model
26.54,641753.97,07374000,model
26.55,641980.76,07374000,model
26.56,642207.55,07374000,model
26.57,642434.35,07374000,model
26.58,642661.15,07374000,model
26.59,642887.95,07374000,model
26.6,643114.76,07374000,model
26.61,643341.57,07374000,model
26.62,643568.38,07374000,model
26.63,643795.2,07374000,model
26.64,644022.02,07374000,model
26.65,644248.84,07374000,model
26.66,644475.67,07374000,model
26.67,644702.5,07374000,model
26.68,644929.33,07374000,model
26.69,645156.17,07374000,model
26.7,645383.01,07374000,model
26.71,645609.85,07374000,model
26.72,645836.7,07374000,model
26.73,646063.55,07374000,model
26.74,646290.4,07374000,model
26.75,646517.26,07374000,model
26.76,646744.12,07374000,model
26.77,646970.98,07374000,model
26.78,647197.85,07374000,model
26.79,647424.72,07374000,model
26.8,647651.6,07374000,model
26.81,647878.47,07374000,model
26.82,648105.35,07374000,model
26.83,648332.24,07374000,model
26.84,648559.12,07374000,model
26.85,648786.01,07374000,model
26.86,649012.91,07374000,model
26.87,649239.8,07374000,model
26.88,649466.7,07374000,model
26.89,649693.61,07374000,model
26.9,649920.52,07374000,model
26.91,650147.43,07374000,model
26.92,650374.34,07374000,model
26.93,650601.26,07374000,model
26.94,650828.18,07374000,model
26.95,651055.1,07374000,model
26.96,651298.91,07374000,model
26.97,651542.73,07374000,model
26.98,651786.56,07374000,model
26.99,652030.4,07374000,model
27,652274.25,07374000,model
27.01,652518.11,07374000,model
27.02,652761.98,07374000,model
27.03,653005.86,07374000,model
27.04,653249.75,07374000,model
27.05,653493.65,07374000,model
27.06,653737.56,07374000,model
27.07,653981.48,07374000,model
27.08,654225.41,07374000,model
27.09,654469.35,07374000,model
27.1,654713.3,07374000,model
27.11,654957.26,07374000,model
27.12,655201.23,07374000,model
27.13,655445.21,07374000,model
27.14,655689.2,07374000,model
27.15,655933.2,07374000,model
27.16,656177.2,07374000,model
27.17,656421.22,07374000,model
27.18,656665.25,07374000,model
27.19,656909.29,07374000,model
27.2,657153.33,07374000,model
27.21,657397.39,07374000,model
27.22,657641.46,07374000,model
27.23,657885.54,07374000,model
27.24,658129.62,07374000,model
27.25,658373.72,07374000,model
27.26,658617.83,07374000,model
27.27,658861.94,07374000,model
27.28,659106.07,07374000,model
27.29,659350.2,07374000,model
27.3,659594.35,07374000,model
27.31,659838.51,07374000,model
27.32,660082.67,07374000,model
27.33,660326.85,07374000,model
27.34,660571.03,07374000,model
27.35,660815.23,07374000,model
27.36,661059.43,07374000,model
27.37,661303.64,07374000,model
27.38,661547.87,07374000,model
27.39,661792.1,07374000,model
27.4,662036.35,07374000,model
27.41,662280.6,07374000,model
27.42,662524.86,07374000,model
27.43,662769.13,07374000,model
27.44,663013.42,07374000,model
27.45,663257.71,07374000,model
27.46,663502.01,07374000,model
27.47,663746.32,07374000,model
27.48,663990.64,07374000,model
27.49,664234.98,07374000,model
27.5,664479.32,07374000,model
27.51,664723.67,07374000,model
27.52,664968.03,07374000,model
27.53,665212.4,07374000,model
27.54,665456.78,07374000,model
27.55,665701.17,07374000,model
27.56,665945.57,07374000,model
27.57,666189.98,07374000,model
27.58,666434.4,07374000,model
27.59,666678.82,07374000,model
27.6,666923.26,07374000,model
27.61,667167.71,07374000,model
27.62,667412.17,07374000,model
27.63,667656.64,07374000,model
27.64,667901.11,07374000,model
27.65,668145.6,07374000,model
27.66,668428.16,07374000,model
27.67,668710.74,07374000,model
27.68,668993.35,07374000,model
27.69,669275.99,07374000,model
27.7,669558.65,07374000,model
27.71,669841.34,07374000,model
27.72,670124.06,07374000,model
27.73,670406.81,07374000,model
27.74,670689.58,07374000,model
27.75,670972.38,07374000,model
27.76,671255.21,07374000,model
27.77,671538.06,07374000,model
27.78,671820.95,07374000,model
27.79,672103.86,07374000,model
27.8,672386.79,07374000,model
27.81,672669.76,07374000,model
27.82,672952.75,07374000,model
27.83,673235.77,07374000,model
27.84,673518.81,07374000,model
27.85,673801.88,07374000,model
27.86,674084.98,07374000,model
27.87,674368.11,07374000,model
27.88,674651.27,07374000,model
27.89,674934.45,07374000,model
27.9,675217.66,07374000,model
27.91,675500.89,07374000,model
27.92,675784.15,07374000,model
27.93,676067.44,07374000,model
27.94,676350.76,07374000,model
27.95,676634.11,07374000,model
27.96,676917.48,07374000,model
27.97,677200.88,07374000,model
27.98,677484.3,07374000,model
27.99,677767.75,07374000,model
28,678051.23,07374000,model
28.01,678334.74,07374000,model
28.02,678618.27,07374000,model
28.03,678901.84,07374000,model
28.04,679185.42,07374000,model
28.05,679469.04,07374000,model
28.06,679752.68,07374000,model
28.07,680036.35,07374000,model
28.08,680320.05,07374000,model
28.09,680603.77,07374000,model
28.1,680887.52,07374000,model
28.11,681171.3,07374000,model
28.12,681455.1,07374000,model
28.13,681738.93,07374000,model
28.14,682022.79,07374000,model
28.15,682306.68,07374000,model
28.16,682590.59,07374000,model
28.17,682874.53,07374000,model
28.18,683158.49,07374000,model
28.19,683442.49,07374000,model
28.2,683726.51,07374000,model
28.21,684010.55,07374000,model
28.22,684294.63,07374000,model
28.23,684578.73,07374000,model
28.24,684862.86,07374000,model
28.25,685147.01,07374000,model
28.26,685431.19,07374000,model
28.27,685715.4,07374000,model
28.28,685999.64,07374000,model
28.29,686283.9,07374000,model
28.3,686599.02,07374000,model
28.31,686914.19,07374000,model
28.32,687229.39,07374000,model
28.33,687544.65,07374000,model
28.34,687859.94,07374000,model
28.35,688175.28,07374000,model
28.36,688490.67,07374000,model
28.37,688806.1,07374000,model
28.38,689121.57,07374000,model
28.39,689437.08,07374000,model
28.4,689752.64,07374000,model
28.41,690068.25,07374000,model
28.42,690383.89,07374000,model
28.43,690699.59,07374000,model
28.44,691015.32,07374000,model
28.45,691331.1,07374000,model
28.46,691646.92,07374000,model
28.47,691962.79,07374000,model
28.48,692278.7,07374000,model
28.49,692594.66,07374000,model
28.5,692910.65,07374000,model
28.51,693226.7,07374000,model
28.52,693542.78,07374000,model
28.53,693858.91,07374000,model
28.54,694175.09,07374000,model
28.55,694491.3,07374000,model
28.56,694807.56,07374000,model
28.57,695123.87,07374000,model
28.58,695440.22,07374000,model
28.59,695756.61,07374000,model
28.6,696073.05,07374000,model
28.61,696389.53,07374000,model
28.62,696706.05,07374000,model
28.63,697022.62,07374000,model
28.64,697339.23,07374000,model
28.65,697655.88,07374000,model
28.66,697972.58,07374000,model
28.67,698289.32,07374000,model
28.68,698606.11,07374000,model
28.69,698922.94,07374000,model
28.7,699239.81,07374000,model
